Drug	Target	Combine_score	BioScore	PredictScore	LiteScore
Betamethasone	SLC33A1	0.999958087	0	0	0.999958087
Betamethasone	H1F0	0.998833897	0	0	0.998833897
Betamethasone	CNOT2	0.218604719	0	0	0.218604719
Betamethasone	IRF3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CEBPZ	0.997099758	0	0	0.997099758
Betamethasone	ELANE	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	RPTOR	0.953672522571429	0	0.0952380952380952	0.948795946
Betamethasone	ACE	1	0	0.0952380952380952	1
Betamethasone	SSC5D	0.333333333333333	0	0.333333333333333	0
Betamethasone	PLG	0.999998318952381	0	0.0952380952380952	0.999998142
Betamethasone	AES	0.980029044	0	0	0.980029044
Betamethasone	HHEX	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GMPS	0.232825449	0	0	0.232825449
Betamethasone	NEDD4	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	BIN3	0.714285714285714	0	0.714285714285714	0
Betamethasone	ABL1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	TH	0.333333333333333	0	0.333333333333333	0
Betamethasone	MC3R	0.906541433	0	0	0.906541433
Betamethasone	RXRA	0.547619047619048	0.5	0.0952380952380952	0
Betamethasone	TNFRSF11B	0.993541855	0	0	0.993541855
Betamethasone	AZIN1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	RARS	0.333333333333333	0	0.333333333333333	0
Betamethasone	DLX4	0.905428995	0	0	0.905428995
Betamethasone	OR2T4	0.628074318	0	0	0.628074318
Betamethasone	IRF7	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	HOXA9	0.5	0.5	0	0
Betamethasone	LDB3	0.071532061	0	0	0.071532061
Betamethasone	ZC3H8	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	HNF1B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	S100A9	0.333333333333333	0	0.333333333333333	0
Betamethasone	NOTCH2	0.714285714285714	0	0.714285714285714	0
Betamethasone	CCL3	0.997521065	0	0	0.997521065
Betamethasone	ESR1	1	0.5	0.761904761904762	1
Betamethasone	YWHAH	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ABCG2	0.156103648	0	0	0.156103648
Betamethasone	HBA2	0.999998022	0	0	0.999998022
Betamethasone	BAK1	0.72016269	0	0	0.72016269
Betamethasone	NCOA1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ALOX5	0.983284057	0	0	0.983284057
Betamethasone	PIPOX	0.137087253	0	0	0.137087253
Betamethasone	ASCL1	0.206016711	0	0	0.206016711
Betamethasone	IL23R	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SMAD5-AS1	0.603032503	0	0	0.603032503
Betamethasone	WDTC1	0.999999856	0	0	0.999999856
Betamethasone	PRKCA	0.0476190476190476	0	0.0476190476190476	0
Betamethasone	SMPD1	0.279267415	0	0	0.279267415
Betamethasone	SMURF2	0.244613277	0	0	0.244613277
Betamethasone	SDS	0.999999939	0	0	0.999999939
Betamethasone	RECQL4	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PDE4D	0.0476190476190476	0	0.0476190476190476	0
Betamethasone	DEFB4B	0.937322254	0	0	0.937322254
Betamethasone	IL17A	1	0	0	1
Betamethasone	NFKB1	1	0	0	1
Betamethasone	NQO1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	IL12B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	DRD1	0.049780401	0	0	0.049780401
Betamethasone	AP4B1	0.999923302	0	0	0.999923302
Betamethasone	CUBN	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	EGF	1	0	0	1
Betamethasone	ERBB2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CKLF	0.314288551	0	0	0.314288551
Betamethasone	PNMT	0.242260373	0	0	0.242260373
Betamethasone	IGF1	1	0	0.0952380952380952	1
Betamethasone	ESR2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SOCS5	0.333333333333333	0	0.333333333333333	0
Betamethasone	TYMS	0.999986162285714	0	0.142857142857143	0.999983856
Betamethasone	RRM1	0.944418830285714	0	0.142857142857143	0.935155302
Betamethasone	IL27	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PSMA3	0.542413634	0	0	0.542413634
Betamethasone	C1S	0.082501873	0	0	0.082501873
Betamethasone	IL12RB1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CHDH	0.999973068	0	0	0.999973068
Betamethasone	HN1	0.153374119	0	0	0.153374119
Betamethasone	ATP2B4	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SYP	0.952302436	0	0	0.952302436
Betamethasone	PCNA	1	0	0	1
Betamethasone	NOS2	0.999999998	0	0.952380952380952	0.999999958
Betamethasone	NLRP3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	EDA	0.466110638	0	0	0.466110638
Betamethasone	HSP90AA1	0.991570849	0	0	0.991570849
Betamethasone	NGF	0.999928963	0	0	0.999928963
Betamethasone	CAD	0.999999986	0	0	0.999999986
Betamethasone	AKT1	1	0	0	1
Betamethasone	F2RL1	0.333333333333333	0	0.333333333333333	0
Betamethasone	PDLIM4	0.952035071	0	0	0.952035071
Betamethasone	NR1I2	0.5	0.5	0	0
Betamethasone	RARA	0.547619047619048	0.5	0.0952380952380952	0
Betamethasone	NTF3	0.999952415	0	0	0.999952415
Betamethasone	PIM1	0.8229204	0	0	0.8229204
Betamethasone	GATA3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	MAP1B	0.00176506499999995	0	0	0.001765065
Betamethasone	CPA1	0.964694747	0	0	0.964694747
Betamethasone	TTR	0.945960241	0	0	0.945960241
Betamethasone	PTPN22	0.333333333333333	0	0.333333333333333	0
Betamethasone	NR0B1	0.952380952380952	0	0.952380952380952	0
Betamethasone	NDUFS2	0.110123288	0	0	0.110123288
Betamethasone	ANGPTL3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	NR1I3	0.666666666666667	0.5	0.333333333333333	0
Betamethasone	CCR2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GTF2IRD1	1	0	0	1
Betamethasone	ADCY10	0.999999956	0	0	0.999999956
Betamethasone	ARX	0.291838258	0	0	0.291838258
Betamethasone	TBL1XR1	0.379177957	0	0	0.379177957
Betamethasone	CRH	0.862119072	0	0	0.862119072
Betamethasone	IGHE	0.999994654	0	0	0.999994654
Betamethasone	NPR1	0.935082233	0	0	0.935082233
Betamethasone	MOAP1	0.590228848	0	0	0.590228848
Betamethasone	CLOCK	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	HSPG2	0.32734135	0	0	0.32734135
Betamethasone	CRY1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PTH	0.999999997	0	0	0.999999997
Betamethasone	RECQL	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GPR162	1	0	0	1
Betamethasone	IGF2	0.968206176	0	0	0.968206176
Betamethasone	IL23A	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ENAH	0.727026051	0	0	0.727026051
Betamethasone	TGFB2	0.333333333333333	0	0.333333333333333	0
Betamethasone	DES	0.999977502	0	0	0.999977502
Betamethasone	FOXO3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	NHS	0.998413982	0	0	0.998413982
Betamethasone	NET1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GFAP	0.998625762	0	0	0.998625762
Betamethasone	AVPR1A	0.333333333333333	0	0.333333333333333	0
Betamethasone	SLC7A3	0.310948664	0	0	0.310948664
Betamethasone	TKFC	0.056024144	0	0	0.056024144
Betamethasone	AQP2	0.963977768	0	0	0.963977768
Betamethasone	SLC2A3	0.703941502	0	0	0.703941502
Betamethasone	MAP2	0.764958756	0	0	0.764958756
Betamethasone	GRIN2B	0.710956361	0	0	0.710956361
Betamethasone	TYW1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	VIM	0.999185385	0	0	0.999185385
Betamethasone	CXCL1	0.985681864	0	0	0.985681864
Betamethasone	NR1H3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CCND1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GABARAPL3	1	0	0	1
Betamethasone	SFTPB	0.919904513	0	0	0.919904513
Betamethasone	MMRN1	0.999232229	0	0	0.999232229
Betamethasone	RGS2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	TNKS2	0.112363997	0	0	0.112363997
Betamethasone	TPO	0.96779222	0	0	0.96779222
Betamethasone	KRT16	0.329356527	0	0	0.329356527
Betamethasone	SFRP1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PHC3	0.804001029	0	0	0.804001029
Betamethasone	TAT	0.999633372	0	0	0.999633372
Betamethasone	PTGFR	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	NCOA6	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GUCA1B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SLC2A1	0.999998908	0	0	0.999998908
Betamethasone	BCL2	1	0	0	1
Betamethasone	ADH5	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PRKCZ	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	COX15	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	LMBRD1	0.787415719	0	0	0.787415719
Betamethasone	ADCY2	0.206857795	0	0	0.206857795
Betamethasone	TCTE1	0.999999998	0	0	0.999999998
Betamethasone	DBN1	0.453670579	0	0	0.453670579
Betamethasone	ESRRG	0.333333333333333	0	0.333333333333333	0
Betamethasone	ANXA1	0.952380952380952	0	0.952380952380952	0
Betamethasone	FAS	0.999999981904762	0	0.0952380952380952	0.99999998
Betamethasone	SEMA3B	0.132153506	0	0	0.132153506
Betamethasone	ALG1	0.99661577	0	0	0.99661577
Betamethasone	PLAU	0.999731181	0	0	0.999731181
Betamethasone	GDA	0.343719601	0	0	0.343719601
Betamethasone	GOT1	0.217967063	0	0	0.217967063
Betamethasone	GBA	0.11394185	0	0	0.11394185
Betamethasone	AMELX	0.092300074	0	0	0.092300074
Betamethasone	USP8	0.333333333333333	0	0.333333333333333	0
Betamethasone	AKT1S1	1	0	0	1
Betamethasone	PDP1	0.89970454	0	0	0.89970454
Betamethasone	PIGP	0.733715603	0	0	0.733715603
Betamethasone	NOS1	0.999999402666667	0	0.333333333333333	0.999999104
Betamethasone	JUN	1	0.5	0	1
Betamethasone	CD4	1	0	0	1
Betamethasone	THBS1	0.999691779	0	0	0.999691779
Betamethasone	PTGS2	1	0	0.333333333333333	1
Betamethasone	F12	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	HAO1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GUCY2F	0.069774427	0	0	0.069774427
Betamethasone	ARID3B	1	0	0	1
Betamethasone	TIMP2	0.999906078	0	0	0.999906078
Betamethasone	GPR180	0.128785837	0	0	0.128785837
Betamethasone	Q5TCX8	0.99999997	0	0	0.99999997
Betamethasone	NUDT6	0.999998694	0	0	0.999998694
Betamethasone	PVR	0.985824143	0	0	0.985824143
Betamethasone	FLCN	0.366504775	0	0	0.366504775
Betamethasone	CYP17A1	0.777330059142857	0	0.0952380952380952	0.753891118
Betamethasone	E2F7	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SPDEF	0.487668107	0	0	0.487668107
Betamethasone	KLRB1	0.020844157	0	0	0.020844157
Betamethasone	SMR3B	0.996664296	0	0	0.996664296
Betamethasone	CNOT3	0.351175656	0	0	0.351175656
Betamethasone	SNCB	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CA1	0.999993215	0	0	0.999993215
Betamethasone	TNFRSF1B	0.99980262	0	0	0.99980262
Betamethasone	NR1D1	0.357461787	0	0	0.357461787
Betamethasone	APP	1	0	0	1
Betamethasone	CCT3	0.962830826	0	0	0.962830826
Betamethasone	FADS1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PER1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	TECR	0.106724948	0	0	0.106724948
Betamethasone	PGRMC1	0.925945409	0	0	0.925945409
Betamethasone	THRB	0.5	0.5	0	0
Betamethasone	MMP14	0.997287893	0	0	0.997287893
Betamethasone	ADORA2B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CAMP	1	0	0	1
Betamethasone	ATAD2	0.999999977	0	0	0.999999977
Betamethasone	LTB	0.409390304	0	0	0.409390304
Betamethasone	WNT1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	POU6F1	0.398843439	0	0	0.398843439
Betamethasone	WAPL	0.325694299	0	0	0.325694299
Betamethasone	ETS1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CD68	0.741382998	0	0	0.741382998
Betamethasone	STAT6	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	OXTR	0.120048307	0	0.0952380952380952	0.027421813
Betamethasone	PIGS	0.999994322	0	0	0.999994322
Betamethasone	TNFRSF9	0.353541031	0	0	0.353541031
Betamethasone	IL6	1	0	0.333333333333333	1
Betamethasone	AKR1C4	0.186924518	0	0	0.186924518
Betamethasone	AGTR2	0.916651155	0	0	0.916651155
Betamethasone	SNX5	0.333333333333333	0	0.333333333333333	0
Betamethasone	BAD	0.333333333333333	0	0.333333333333333	0
Betamethasone	PDE7A	0.0476190476190476	0	0.0476190476190476	0
Betamethasone	PLA2G1B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GHRL	0.999999908	0	0	0.999999908
Betamethasone	NARFL	0.019041891	0	0	0.019041891
Betamethasone	TF	0.999999973761905	0	0.0952380952380952	0.999999971
Betamethasone	BET1	0.602329708	0	0	0.602329708
Betamethasone	CCL5	0.967635922047619	0	0.0952380952380952	0.964229177
Betamethasone	ANXA3	0.333333333333333	0	0.333333333333333	0
Betamethasone	MEF2C	0.333333333333333	0	0.333333333333333	0
Betamethasone	SIRT1	0.333333333333333	0	0.333333333333333	0
Betamethasone	PRSS55	0.535662262	0	0	0.535662262
Betamethasone	ALLC	0.494345402	0	0	0.494345402
Betamethasone	P04220	0.615014739	0	0	0.615014739
Betamethasone	ITGB1	0.999542585	0	0	0.999542585
Betamethasone	VEGFA	1	0	0	1
Betamethasone	LTA	0.997091436	0	0	0.997091436
Betamethasone	PHB	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	FN1	0.999994318	0	0	0.999994318
Betamethasone	IFNA13	1	0	0	1
Betamethasone	OAZ1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	P04156	0.999940926	0	0	0.999940926
Betamethasone	AVP	0.999999992	0	0.333333333333333	0.999999988
Betamethasone	GUCA2A	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	FFAR1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	VDR	0.547619047619048	0.5	0.0952380952380952	0
Betamethasone	NGFR	0.947543595	0	0	0.947543595
Betamethasone	MSN	0.085407016	0	0	0.085407016
Betamethasone	ADM2	0.28581968	0	0	0.28581968
Betamethasone	CISH	1	0	0	1
Betamethasone	CYP3A5	0.029799367	0	0	0.029799367
Betamethasone	IL1B	1	1	0	1
Betamethasone	WNT5A	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ELOVL4	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CHKA	0.291618651	0	0	0.291618651
Betamethasone	GCG	1	0	0	1
Betamethasone	IL10	1	0	0.0952380952380952	1
Betamethasone	BICD1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CHD7	0.86127126	0	0	0.86127126
Betamethasone	FRS2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	VEGFC	0.996988997	0	0	0.996988997
Betamethasone	CRY2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PEPD	0.661708941	0	0	0.661708941
Betamethasone	ATP1A3	0.333333333333333	0	0.333333333333333	0
Betamethasone	SRD5A1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CASP3	1	0	0	1
Betamethasone	FGR	0.462081276	0	0	0.462081276
Betamethasone	CD34	0.999108572	0	0	0.999108572
Betamethasone	TBPL1	0.209981779	0	0	0.209981779
Betamethasone	MMP2	1	0	0	1
Betamethasone	ACHE	0.999941733	0	0	0.999941733
Betamethasone	FDX1	0.985998573	0	0	0.985998573
Betamethasone	RHCE	0.243712416	0	0	0.243712416
Betamethasone	PFDN4	1	0	0	1
Betamethasone	SERPINA6	0.954024836	0	0	0.954024836
Betamethasone	FCER2	0.333333333333333	0	0.333333333333333	0
Betamethasone	PLAT	1	0	0	1
Betamethasone	IL6R	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PCSK9	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	NOVA2	0.998960039	0	0	0.998960039
Betamethasone	CD3E	0.620879905	0	0	0.620879905
Betamethasone	NOD2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SPNS1	0.77580222	0	0	0.77580222
Betamethasone	MEA1	0.365848746	0	0	0.365848746
Betamethasone	SHBG	0.980981264666667	0	0.333333333333333	0.971471897
Betamethasone	TGFB1	1	0	0.0952380952380952	1
Betamethasone	WNT7B	0.589751527	0	0	0.589751527
Betamethasone	CDA	0.945444187	0	0	0.945444187
Betamethasone	GHR	0.543099056	0	0	0.543099056
Betamethasone	POMC	0.99919128	0	0	0.99919128
Betamethasone	DCT	0.940942095	0	0	0.940942095
Betamethasone	C2CD5	0.333333333333333	0	0.333333333333333	0
Betamethasone	EBP	0.900563591	0	0	0.900563591
Betamethasone	BNC1	0.263671856	0	0	0.263671856
Betamethasone	CNOT1	0.061976782	0	0	0.061976782
Betamethasone	OTC	0.68364229	0	0	0.68364229
Betamethasone	RGN	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	DCLK3	0.813444922	0	0	0.813444922
Betamethasone	DMRT1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PPARGC1B	0.333333333333333	0	0.333333333333333	0
Betamethasone	MBP	0.999483404	0	0	0.999483404
Betamethasone	FGF9	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	IGFBP3	0.999993137	0	0	0.999993137
Betamethasone	FEV	0.999764467	0	0	0.999764467
Betamethasone	MLXIPL	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CMPK1	0.142857142857143	0	0.142857142857143	0
Betamethasone	OPN1SW	0.993506335	0	0	0.993506335
Betamethasone	PNPO	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	BLM	0.826850345428571	0	0.0952380952380952	0.808624066
Betamethasone	CYCS	1	0	0	1
Betamethasone	BATF	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	KNG1	0.99947407	0	0	0.99947407
Betamethasone	SCGB1A1	0.99995872	0	0.333333333333333	0.99993808
Betamethasone	GUCA2B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CFTR	1	1	0	0
Betamethasone	HIST1H1D	0.041516853	0	0	0.041516853
Betamethasone	A1BG	0.865458175	0	0	0.865458175
Betamethasone	SGCB	0.971523284	0	0	0.971523284
Betamethasone	CYP3A7	0.231804071	0	0	0.231804071
Betamethasone	TNF	1	0	0	1
Betamethasone	CCNE1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GLI2	0.686727302	0	0	0.686727302
Betamethasone	GALR3	1	1	0	0
Betamethasone	MAPK14	0.999684451	0	0	0.999684451
Betamethasone	OPN1LW	0.935012753	0	0	0.935012753
Betamethasone	TNFSF4	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PEG10	0.751441388	0	0	0.751441388
Betamethasone	CX3CL1	0.75395055	0	0	0.75395055
Betamethasone	TRPV1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	TOX3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	NR3C2	0.99975636152381	0	0.904761904761905	0.997441796
Betamethasone	HSD3B1	0.263726295	0	0	0.263726295
Betamethasone	H1FX	0.424387822	0	0	0.424387822
Betamethasone	RPL7A	0.333333333333333	0	0.333333333333333	0
Betamethasone	PMPCB	0.705911367	0	0	0.705911367
Betamethasone	B3GAT1	0.999884276	0	0	0.999884276
Betamethasone	PRLR	0.761904761904762	0	0.761904761904762	0
Betamethasone	FGFR2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	OMP	0.244659549	0	0	0.244659549
Betamethasone	MESP1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ICE2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	IFNG	1	0	0.333333333333333	1
Betamethasone	G6PC	0.998241866	0	0	0.998241866
Betamethasone	NPS	0.999993758	0	0	0.999993758
Betamethasone	TLR9	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SFTPC	0.475127348	0	0	0.475127348
Betamethasone	ARG1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PLA2R1	0.333333333333333	0	0.333333333333333	0
Betamethasone	IL18R1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ICAM1	1	0	0	1
Betamethasone	IRF6	0.999999989	0	0	0.999999989
Betamethasone	BRD1	0.583481757	0	0	0.583481757
Betamethasone	CCL14	0.354855416	0	0	0.354855416
Betamethasone	CACTIN	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	IGF1R	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	BPI	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CSF3	1	0	0	1
Betamethasone	PLA2G4A	0.896654033761905	0	0.0952380952380952	0.885775511
Betamethasone	BGLAP	0.919553831	0	0	0.919553831
Betamethasone	CD59	0.999999183	0	0	0.999999183
Betamethasone	TBC1D8	0.282976785	0	0	0.282976785
Betamethasone	CYP11A1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	BAX	0.999835042	0	0	0.999835042
Betamethasone	IFNA17	0.971733268	0	0	0.971733268
Betamethasone	FBXW11	0.00894499400000004	0	0	0.008944994
Betamethasone	ANXA2	0.333333333333333	0	0.333333333333333	0
Betamethasone	HIST1H1C	0.347375422	0	0	0.347375422
Betamethasone	CPS1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SETD1A	0.365361276	0	0	0.365361276
Betamethasone	MMP1	0.999999955	0	0	0.999999955
Betamethasone	KRT5	0.81057689	0	0	0.81057689
Betamethasone	AREG	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	DHH	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GLG1	0.044258335	0	0	0.044258335
Betamethasone	GLI3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ATP1A1	0.333333333333333	0	0.333333333333333	0
Betamethasone	PRSS21	0.149943256	0	0	0.149943256
Betamethasone	NEUROD1	0.999999994	0	0	0.999999994
Betamethasone	HBD	0.218426705	0	0	0.218426705
Betamethasone	SST	0.999999839	0	0	0.999999839
Betamethasone	USP25	0.978748079	0	0	0.978748079
Betamethasone	FGF7	0.725417577	0	0	0.725417577
Betamethasone	EGFR	1	0	0.0952380952380952	1
Betamethasone	QRSL1	0.993141568	0	0	0.993141568
Betamethasone	SLC4A3	0.320435582	0	0	0.320435582
Betamethasone	LARP4B	0.333333333333333	0	0.333333333333333	0
Betamethasone	CYP21A2	0.858033214	0	0	0.858033214
Betamethasone	PDE4B	0.999652385047619	0	0.0952380952380952	0.999615794
Betamethasone	AGTR1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	RET	0.961857165	0	0	0.961857165
Betamethasone	NR1H2	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CPB1	0.99767779	0	0	0.99767779
Betamethasone	VPS11	0.360963962	0	0	0.360963962
Betamethasone	SLC8A1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	DSPP	0.959605757	0	0	0.959605757
Betamethasone	IL1A	1	0	0	1
Betamethasone	LMO3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	IL4R	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	TP53	1	0	0.0952380952380952	1
Betamethasone	NOX1	0.333333333333333	0	0.333333333333333	0
Betamethasone	MLLT1	0.198058215	0	0	0.198058215
Betamethasone	ITGB1BP1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CRP	1	0	0	1
Betamethasone	ATP1A2	0.333333333333333	0	0.333333333333333	0
Betamethasone	SPAG8	0.609849304	0	0	0.609849304
Betamethasone	NR1H4	0.5	0.5	0	0
Betamethasone	ANG	0.994878569	0	0.0952380952380952	0.994339471
Betamethasone	NKX2-1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	NRG1	0.95772582	0	0	0.95772582
Betamethasone	FOXP3	0.986023229047619	0	0.0952380952380952	0.98455199
Betamethasone	LAG3	0.649213197	0	0	0.649213197
Betamethasone	CLTA	0.278151659	0	0	0.278151659
Betamethasone	ASL	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	SIX1	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CSF2	1	0	0	1
Betamethasone	RIPK2	0.333333333333333	0	0.333333333333333	0
Betamethasone	IL27RA	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	RAD54L	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PPP1R2P9	0.829807481	0	0	0.829807481
Betamethasone	ACTB	0.957533622	0	0	0.957533622
Betamethasone	BAG3	0.999999973	0	0	0.999999973
Betamethasone	SMO	0.619047619047619	0	0.619047619047619	0
Betamethasone	PTGS1	0.99862031047619	0	0.0952380952380952	0.99847508
Betamethasone	GLUL	0.906041429	0	0	0.906041429
Betamethasone	CTLA4	0.999984918	0	0	0.999984918
Betamethasone	NPPA	0.999946364	0	0	0.999946364
Betamethasone	SRY	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	PLA2G10	0.65225889	0	0	0.65225889
Betamethasone	ACTG1	0.97843864	0	0	0.97843864
Betamethasone	HDC	0.631144762	0	0	0.631144762
Betamethasone	ACSL3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ARCN1	1	0	0	1
Betamethasone	MMP9	1	0	0	1
Betamethasone	NOS1AP	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	OPN1MW2	0.452329078	0	0	0.452329078
Betamethasone	F2R	0.698442349	0	0	0.698442349
Betamethasone	C9ORF3	1	0	0	1
Betamethasone	PPARG	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	GUSB	0.993586498	0	0	0.993586498
Betamethasone	AHR	1	1	0	0
Betamethasone	GUCA1A	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	IL18	0.999999551	0	0	0.999999551
Betamethasone	PPP5C	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	POU3F2	0.038061459	0	0	0.038061459
Betamethasone	TNFAIP3	0.863569158	0	0	0.863569158
Betamethasone	HMOX2	0.77022473	0	0	0.77022473
Betamethasone	SNRPE	0.67759817	0	0	0.67759817
Betamethasone	SERPINE1	1	0	0	1
Betamethasone	PGF	0.997679539	0	0	0.997679539
Betamethasone	E2F8	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	ANXA4	0.333333333333333	0	0.333333333333333	0
Betamethasone	OAZ3	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	AGA	0.820296411	0	0	0.820296411
Betamethasone	PTGER3	0.0755142104761904	0	0.0476190476190476	0.029289921
Betamethasone	CXCL8	1	0	0	1
Betamethasone	STAT5B	0.0952380952380952	0	0.0952380952380952	0
Betamethasone	CD160	0.971917356	0	0	0.971917356
Prednisone	RIT2	0.99654126	0	0	0.99654126
Prednisone	ACAA1	0.99994635	0	0	0.99994635
Prednisone	PRDM1	0.991451027	0	0	0.991451027
Prednisone	B2M	1	0	0	1
Prednisone	UPP1	0.540489312	0	0	0.540489312
Prednisone	MYOG	0.998700126	0	0	0.998700126
Prednisone	LDHD	0.296098074	0	0	0.296098074
Prednisone	CNR1	1	0	0	1
Prednisone	FES	0.999998526	0	0	0.999998526
Prednisone	NR1D2	0.622186201	0	0	0.622186201
